CountyId,StateId,RegionId,Male,Female,Poverty,ChildPoverty,CarOwnership,PrivateEmploy,SelfEmploy,Unemploy,AvgCommute,PublicEmploy,AvgAge,AvgIncome
1001,1,4,26745,28476,12.9,18.6,87.5,73.6,5.5,7.6,26.5,20.9,51,51281
1003,1,4,95314,99807,21.9,19.2,84.7,81.5,5.8,,26.4,12.3,50,50254
1005,1,4,14497,12435,26.7,45.3,83.8,71.8,7.3,17.6,24.1,20.8,32,32964
1007,1,4,12073,10531,16.8,27.9,83.2,76.8,6.7,8.3,28.8,16.1,38,38678
1009,1,4,28512,29198,16.7,27.2,84.9,82,4.2,7.7,34.9,13.5,45,45813
1011,1,4,5660,5018,24.6,38.4,74.9,79.5,5.4,18,27.5,15.1,31,31938
1013,1,4,9502,10852,25.4,39.2,84.5,77.4,6.2,10.9,24.6,16.2,32,32229
1015,1,4,56274,60374,20.5,31.6,85.3,74.1,5,12.3,24.1,20.8,41,41703
1017,1,4,16258,19375,21.6,37.2,85.1,85.1,2.8,8.9,25.1,12.1,34,-34177
1019,1,4,12975,13033,,30.1,83.9,73.1,7.9,,27.4,18.5,36,36296
1021,1,4,21619,22200,28.5,30.6,81.2,80.3,4.1,9.1,32,15.2,41,41627
1023,1,4,6382,7013,23.4,34.4,85.5,77.5,,13.6,30.7,16.8,33,33536
1025,1,4,11834,13236,24.7,29.8,82,83.1,3.3,19.4,23,13.6,32,32011
1027,1,4,6671,6866,16.7,22.5,84.3,77.5,,9.4,30.3,14.7,35,35327
1029,1,4,7334,7668,17,26.3,77.6,76.3,8.4,8.3,33.3,15.3,38,38056
1031,1,4,25174,25710,17.1,26.4,85.3,70.3,5.7,,20.9,23.5,46,46729
1033,1,4,26303,28141,17.4,26.4,90.7,78.6,5.2,9,22.8,16.1,40,40576
1035,1,4,6176,6689,33.8,41.5,93.6,77.8,8.3,22.6,29.7,13,0,24900
1037,1,4,5579,5448,19.3,27.5,85.4,76.6,5.9,17,28.6,17.5,31,31212
1039,1,4,18339,19547,20.2,31.2,83,77.1,6.7,11.2,25.5,15.8,36,36444
1041,1,4,6863,7075,16.7,19.2,81.7,74.1,7.9,9.7,27.9,17.8,36,36022
1043,1,4,40081,40884,18.5,25,84.9,81.6,5.8,7.3,26.4,12.2,38,38971
1045,1,4,24708,25158,19.1,26.2,87.4,73.1,5.9,10.9,20.4,20.9,45,45028
1047,1,4,19450,22704,35,53.8,82.3,76.6,6.2,16.4,23.9,16.7,37,27306
1049,1,4,35474,35594,18.7,25.2,86.1,78.8,8.5,7.7,22.8,12.6,38,38192
1051,1,4,39362,41401,24.7,20.5,87.1,70.4,5.5,8.3,28.5,24.1,53,53555
1053,1,4,19524,18411,24.2,31.8,90.8,74.5,6.4,,23.1,19,32,32330
1055,1,4,50207,53559,19.7,31.7,86.2,79.8,5.6,9,23.4,14.4,39,39220
1057,1,4,8477,8419,18.3,25.6,86.5,81.9,3.8,10,28.4,14.2,34,34680
1059,1,4,15311,16323,22.5,38.8,80.3,78.5,6.9,9.8,29,14.6,35,35372
1061,1,4,13174,13641,23.2,40.2,81.8,75.7,8.8,11.2,25.8,15,36,36024
1063,1,4,4095,4602,40.2,67,82.1,75.8,7,20.4,30.5,17.2,42,20541
1065,1,4,7183,8073,42.8,38.9,88.2,76.3,5.8,13.3,29.8,17.6,32,32714
1067,1,4,8259,8993,15.6,20.6,85.6,78.9,,8.1,26.9,15.5,41,41997
1069,1,4,49563,53971,18.3,29.9,88.6,81.3,5.5,8.3,21.4,13,41,41571
1071,1,4,26076,26784,18,25.9,88.1,75.1,7.7,10.1,25.4,17.1,37,37745
1073,1,4,311581,347445,18.8,27.8,84.9,80.9,4.6,9.1,23.6,14.4,45,45610
1075,1,4,6832,7301,24.1,37.2,81.8,79.6,3.9,10.2,26.2,15.5,35,35450
1077,1,4,44419,48318,17.9,25.7,86,77.3,5.8,7.1,24.6,16.7,43,43125
1079,1,4,16421,17165,18.7,24.6,87.9,80.3,5.9,,28.4,13.3,40,40003
1081,1,4,74277,76705,23.8,24,84.6,75.5,4.1,7.3,21.7,20.3,44,44570
1083,1,4,44626,44179,14.3,18.5,87.4,77.9,5.5,7.8,26.3,16.4,49,49570
1085,1,4,5125,5617,28.5,39.9,82,73.9,4.2,13.2,29.5,20.5,31,25876
1087,1,4,9166,10852,25.9,37.9,77.6,75.7,3.8,16.9,21.8,20.3,31,30738
1089,1,4,169422,177016,,19.4,86.9,75.6,,8.5,20.8,19.5,57,57993
1091,1,4,9452,10854,26.1,35.5,85.5,72.6,7.9,11.4,22.1,18.8,32,32042
1093,1,4,15004,15383,,25.7,84.9,75,8,9.9,23.9,16.5,32,32299
1095,1,4,46409,47909,20.2,32.9,82,78,7.1,8.4,23.6,14.8,38,38983
1097,1,4,198216,216035,19.3,28.1,85.9,81.4,4.6,9.8,24.4,13.8,43,43809
1099,1,4,10639,11578,31.4,40.2,89.5,77.3,4.1,20.7,24.3,18.4,31,27257
1101,1,4,108296,119842,22.6,33.4,84.8,72.6,,8.8,19.3,22.7,44,44369
1103,1,4,58814,60972,16.1,24.3,87.8,81.9,5.9,9.9,24.1,12.1,45,45751
1105,1,4,4651,5387,49.8,53.9,84.4,76.3,4.7,11.2,26.5,19,31,24537
1107,1,4,9657,10199,25,35.2,82.3,77.8,4.2,13.8,29.9,17.9,31,30330
1109,1,4,15818,17337,,30.3,87.2,75.8,5.5,10.2,19.2,18.7,32,32825
1111,1,4,11090,11558,20.4,28.3,79.8,76.4,8.9,10.3,27.2,13.9,36,36924
1113,1,4,28347,29955,21,30.1,85.4,75.5,4.2,11.1,24.3,20.3,37,37049
1115,1,4,43141,42723,16,22.3,86.1,81.6,6,8.4,30.1,12.3,51,51859
1117,1,4,99134,104396,8.3,10.4,85.5,82.6,4.8,5.5,28.5,12.5,70,70187
1119,1,4,5905,7436,42.7,57.1,86.2,71.1,5.1,16.8,24.3,23.8,0,19501
1121,1,4,39494,41943,23,37.1,84.4,77.7,5.5,13.8,24.6,16.6,35,35155
1123,1,4,19593,21560,22.5,40.2,82.7,78.4,5.5,,24.2,15.6,39,39206
1125,1,4,96781,103677,19.1,25.5,85.8,77,4,7.6,22.1,18.9,46,46565
1127,1,4,32013,33910,22.5,32.2,84.5,78.3,6.2,11.4,30,15.3,35,35843
1129,1,4,8490,8507,19.1,25.7,80.4,77.4,6,20,32.6,16.1,42,42811
1131,1,4,5376,5859,,49.9,85.7,68.9,5.1,20.8,22.6,26,31,23750
1133,1,4,11876,12254,21.9,37.2,84.9,74.3,9.6,9.6,26.8,16,33,33194
2013,2,1,2198,1106,16.8,23.2,18.4,78.6,5.9,,4.9,15.4,61,61518
2016,2,1,3393,2291,9.1,9,42.3,77.9,3.2,2.1,7.6,18.9,84,84306
2020,2,1,153122,145985,8.2,12.4,75.4,73.3,5.7,6.7,19.5,20.9,78,78326
2050,2,1,9351,8425,25.2,31,26.5,53.2,2,17.6,7.4,44.8,51,51012
2060,2,1,553,417,7.2,8.4,65.6,49.7,11.1,5.4,10.4,39.2,79,79750
2068,2,1,1126,934,12.7,5.6,43.9,66.4,7.9,2.3,17.9,24.5,81,81544
2070,2,1,2589,2390,18.1,24.6,37.7,58.5,3.7,12.5,8.8,37.8,54,54173
2090,2,1,53477,46228,8.1,9.9,74,65.8,4.1,7.9,19.2,29.9,71,71068
2100,2,1,1387,1173,5.3,4.3,58.5,69,10.3,3,8.2,19.7,58,58750
2105,2,1,1129,999,11.9,29.2,37.5,53.5,15.6,13.1,9,30.9,52,52419
2110,2,1,16645,15886,6.6,11,68.9,53.3,7.7,5.2,15.1,38.8,85,85746
2122,2,1,29974,27247,10,11.8,67.4,72.2,9.8,9.4,19.7,17.4,63,63684
2130,2,1,7038,6661,12.1,15.6,63.8,62.7,7.3,7.9,13,29.5,64,64222
2150,2,1,7468,6505,11.3,12.7,61.3,65,9.4,6.3,11.3,25.3,70,70887
2158,2,1,4200,3714,33.3,39.7,24.5,45.4,0.5,28.6,5.9,53.8,38,38229
2164,2,1,731,743,,23.5,21.2,42.2,,9.8,6,51.6,50,50781
2170,2,1,50205,45973,10,12.5,72,70.6,7.8,,34,21.5,72,72983
2180,2,1,5272,4582,27,32.5,25.8,50.6,5.2,16.5,7,44,48,48868
2185,2,1,6172,3495,12.9,14.7,20.1,73.8,0.9,9.3,8.4,25.2,72,72576
2188,2,1,4165,3567,23.8,30.2,5.4,54,2.1,21.9,-7.4,43.7,63,63648
2195,2,1,1708,1513,10.2,9.3,51.8,54.8,11.5,8.4,7.5,33.2,67,67935
2198,2,1,3468,2908,14.6,20.2,51.6,50.4,11.8,13.9,14,37.7,48,48523
2220,2,1,4584,4359,9,9.5,57.6,60.1,11.7,3.8,11.9,28.2,70,70376
2230,2,1,527,472,2.4,2,42.9,68.2,7.5,7.8,5.5,22.5,69,69318
2240,2,1,3909,3120,14.5,21.1,52.3,64,7.8,9.4,13,27.8,62,62670
2261,2,1,5137,4480,10.9,8.9,63.2,56.6,,10.7,9.6,32.9,78,78810
2275,2,1,1227,1160,11.8,20.4,58.5,54,13.4,7.5,8.5,32.5,48,48603
2282,2,1,367,276,5.4,6.5,49.1,52.8,10.1,7.9,6.3,37.1,72,72500
2290,2,1,3038,2606,22.4,30,28.7,33.3,5.1,18.2,8.6,61.7,38,38491
4001,4,5,35663,36461,36.6,45,76.6,50.2,,18.2,28.8,45,31,31757
4003,4,5,66100,63547,17.9,24.9,77.6,63.2,,8.7,19.3,30.5,45,45075
4005,4,5,67553,69148,22.7,26.3,68.7,72.2,,8.8,18.7,23.3,50,50234
4007,4,5,26436,26729,22.7,38.5,77.8,72.2,,12.8,21,23.1,39,39751
4009,4,5,20049,17358,22.6,29.1,76.7,71.1,,14.1,21.3,25,45,45964
4011,4,5,4748,4275,13.7,17.7,80.2,81.5,,10,18.5,14.3,51,51628
4012,4,5,10378,9957,19.1,33.8,74.6,60.8,,11.2,11.7,31.3,34,34466
4013,4,5,1986158,2031985,17,24.4,76.5,82.5,,7.7,25.5,11.7,54,54229
4015,4,5,102371,100991,,30.8,78.1,78.3,,,19.3,15,38,38488
4017,4,5,53984,53672,30.6,40.4,72,61.1,,19.8,22.3,31.3,35,35921
4019,4,5,491108,507429,19.3,27.5,76.6,74.9,,10,24.4,18.3,46,-46162
4021,4,5,202502,187270,17.3,25.5,78.5,76.2,,10.6,31.2,18.5,49,49477
4023,4,5,22566,24507,23.5,29.8,81.3,68,,11.3,21.7,20.5,40,40140
4025,4,5,105693,110303,16,23.4,74,76.3,,10,23.2,14.2,44,44748
4027,4,5,103779,99208,20.7,29,79.6,73.1,,13.1,18.9,21.9,40,40743
5001,5,4,8936,9795,20.1,30.4,80.9,76.4,7.7,8.3,15.1,15.3,36,36411
5003,5,4,10185,11044,20.7,28.4,86.3,76.6,4.8,11.8,18.5,18,34,34263
5005,5,4,19811,21229,15.9,25.7,84.6,78.9,8.3,7.6,17.1,12.8,35,35396
5007,5,4,117781,120417,12.2,18.2,83.4,85.9,5.9,4.2,19.9,8,56,56239
5009,5,4,18138,19089,17.7,25.1,85.2,78,8.9,8.4,20.3,12.6,39,39251
5011,5,4,5534,5672,29,47,79.7,72.8,5.6,9.4,22.1,21.6,33,33701
5013,5,4,2692,2553,17.8,23.2,85.4,74.9,7.4,7.2,26.7,17.7,36,36899
5015,5,4,13535,14100,18.3,27.2,78.5,78.5,10.2,6.2,19.6,11.1,36,36897
5017,5,4,5577,5776,31.7,44.4,81.3,66.6,8.6,11.5,20.4,24.8,31,28913
5019,5,4,10786,11965,23.7,32.6,79.2,73.1,5.3,8.4,21.5,21.2,35,35031
5021,5,4,7588,7812,21.8,31.5,82.8,78.6,7.9,9.5,21,13.4,32,32552
5023,5,4,12842,12869,14.5,22.1,81.7,75.4,8.9,10.2,24.8,15.3,42,42905
5025,5,4,4234,4276,20.8,31.5,82.7,70.2,5.3,9.7,29.7,24.5,43,43158
5027,5,4,11569,12758,25.6,36.1,85.3,76.1,4.3,10.1,17.1,19.6,36,36619
5029,5,4,10346,10764,22.6,35.1,81.9,76.5,6.4,8.1,24.7,16.9,37,37732
5031,5,4,49362,52047,20.2,29.6,83.5,78.3,6.9,7.5,17.8,14.7,42,42475
5033,5,4,30269,31479,18.5,27.7,86,80.4,4.8,7.9,23,14.7,41,41268
5035,5,4,23482,26283,24.1,35.3,83.3,77.7,5.2,9.9,20.9,16.8,38,38004
5037,5,4,8384,9083,20.1,26.8,79.5,73,6.3,8.6,24,19.9,38,38103
5039,5,4,3877,3991,15.5,20.9,78,72.2,4.8,8.3,23.5,22.2,34,34084
5041,5,4,5741,6638,33,49.8,86.3,69.9,4.5,17.7,19.2,25.7,31,27197
5043,5,4,9215,9525,28.6,37.9,81.2,69.9,7.5,14.3,22.1,22.5,32,32819
5045,5,4,58488,60855,15.5,16.8,83.8,76.9,5.1,6.6,24.5,17.9,51,51223
5047,5,4,8797,9069,22,28.3,77.5,71.5,7.8,11,27.1,20.1,39,39285
5049,5,4,6055,6169,19.9,35.8,82.4,73.5,11,7.6,27.4,14.9,37,37066
5051,5,4,46921,50033,20.9,31.4,78.3,77.6,8,9.2,21.9,14.3,38,-38733
5053,5,4,8875,9179,12,16.5,84.1,77.1,4.8,9.4,30.3,18.1,46,46171
5055,5,4,21477,21905,17.8,22.8,86.8,78.5,6.9,9,20.7,14.5,41,41286
5057,5,4,10787,11549,27,42.1,79.7,73.6,6.1,7.9,20.4,20.3,32,32122
5059,5,4,17089,16227,19.1,27.9,83.6,75.7,,7.6,26.2,18.7,40,40000
5061,5,4,6596,6959,21.8,36.3,72.1,77.5,,8.5,19.5,15.1,34,34229
5063,5,4,18064,18888,21.8,32,81,77.1,6.9,6.9,20.2,15.9,36,36265
5065,5,4,6997,6483,21,32.5,78.3,72.2,11,10,23.2,16.6,32,32630
5067,5,4,8737,8860,26.8,45,86.7,75.7,,7.9,19.7,17.8,31,31261
5069,5,4,36165,37383,25.5,39.3,84.8,69.6,3.9,11.2,21.2,26.3,36,36747
5071,5,4,12834,13096,22.1,33.6,81.8,80.3,5.5,6.2,20.4,14,34,34139
5073,5,4,3534,3736,24.4,32.4,78.9,65.3,11.5,12.5,23.6,20.8,31,31194
5075,5,4,8303,8726,23.9,31.2,79.2,71.4,7.8,6.9,24.5,19.9,32,32379
5077,5,4,5561,4405,27.3,36,75.9,64.9,9.4,17.3,20.7,25.7,31,28393
5079,5,4,8596,5466,23,30.6,78.5,68.2,7.9,14.2,24,23.5,32,32580
5081,5,4,6384,6336,19.3,28.9,83.5,74,3.9,8.8,24.7,22.1,36,36205
5083,5,4,11022,10979,19.3,27.4,82.1,72.7,,8.1,26.6,19,35,35325
5085,5,4,34831,35860,12.4,16.3,85.1,76.8,5.1,5.9,26.5,18,53,53631
5087,5,4,7865,7837,20.5,27.2,77.8,70.5,13.8,7.3,31.7,15.6,37,37691
5089,5,4,8172,8286,18.8,27.3,76.1,72.9,11.8,10.9,23.1,15.3,34,34195
5091,5,4,21540,22112,20.3,29.3,85.8,75.3,7.8,9.6,19.5,16.8,40,40317
5093,5,4,21815,23049,26.8,40.9,79.7,75.5,6.4,12,17.9,18,34,34612
5095,5,4,3642,4071,32.8,50.1,75.5,69.6,9.7,12.8,20,20.7,31,27647
5097,5,4,4547,4650,17.9,23.9,78.6,68.5,13.1,4.3,28,18.4,33,33037
5099,5,4,4367,4426,28.1,46.1,87.4,68.6,,9.5,28.4,22.6,31,30691
5101,5,4,4035,4017,20.5,27.3,75.2,64.6,14.3,4.4,36.2,21.1,34,34536
5103,5,4,11790,13254,24.1,38.7,84.2,74.4,4.9,8.3,23.1,20.7,31,31293
5105,5,4,5133,5167,16,25.6,77.2,72.3,8.7,6.8,34.3,18.5,42,42346
5107,5,4,9529,10862,34.1,52.4,75.4,69.4,7,18.1,19.5,23.6,31,26844
5109,5,4,5420,5667,20.2,30.3,78.7,71.9,11.5,6.6,26,16.3,33,33097
5111,5,4,11819,12391,22.8,35.9,82.8,78.8,7.5,10,23.6,13.7,33,33070
5113,5,4,9929,10435,24.1,40.4,76.4,72.3,10.9,9,21.9,16.7,33,33702
5115,5,4,31083,31747,20,26.3,84,79.5,6.1,7.6,18.8,14.3,39,39810
5117,5,4,4137,4265,21.4,30.5,77.1,73.9,11.1,6.2,27.8,15.1,35,35833
5119,5,4,187292,203171,17.6,26,85,74.6,4.7,7.5,20.3,20.6,46,46140
5121,5,4,8678,9017,21.1,29.8,84.4,79.2,6.7,5.4,28.7,13.6,34,34044
5123,5,4,14996,12349,24.8,36.7,78.8,70.7,6.9,11.7,20.3,22.1,32,32105
5125,5,4,55920,57913,9.1,11.2,85.9,76.4,5,5.3,25.5,18.4,55,55817
5127,5,4,5557,5313,20.1,32,72.3,70.9,9,10.9,22.3,20,37,37321
5129,5,4,3984,3981,23.6,30.7,77.9,68.9,17.6,5.9,31.3,13.5,33,33083
5131,5,4,62355,64918,23.2,36.6,83.9,84.8,4.3,6.1,17.9,10.6,38,38575
5133,5,4,8563,8705,22.1,33.4,70.6,77.6,7.8,9.3,24.1,14.6,36,36579
5135,5,4,8302,8753,23.6,32.9,78.5,74.6,11.2,8.8,28.9,14.1,31,30691
5137,5,4,6340,6172,24.6,39,76.9,62.9,17.7,7,25.2,19.2,31,29264
5139,5,4,19640,20993,20.4,31.8,88.5,81.5,4.9,9.7,18.7,13.6,38,38678
5141,5,4,8402,8600,21.4,34,83.4,71.7,11.3,11.2,27.4,17,32,32312
5143,5,4,108144,108288,20.1,25.3,78.3,78.7,,6.2,21.3,14.7,43,43524
5145,5,4,38736,39924,19,21.7,79.9,79.2,5.7,7.1,23.1,14.7,42,42554
5147,5,4,3380,3603,23.5,25.7,85.4,76.9,6,12.4,19.4,17.2,31,28993
5149,5,4,10804,11031,18.6,27.2,78,77.8,,8.3,21.1,13.8,37,37804
6001,6,1,776699,808284,12.5,15.2,63.6,78.7,7.4,8.3,30.7,13.8,75,75619
6003,6,1,654,477,17.5,8.5,62.5,57.4,9.8,10.7,24.3,32.8,52,52917
6005,6,1,20012,16983,12.8,22.5,79.1,64.5,11.8,14,29.3,23.4,54,54171
6007,6,1,110115,112449,21.9,23.9,75.2,71.8,10.5,12.1,19.9,17.3,43,43444
6009,6,1,22143,22624,12.6,13.3,79.1,65.2,13.9,12.1,33.6,20.3,53,53233
6011,6,1,11129,10267,15,22.2,76.8,75.6,8.8,10.4,22.6,15.5,52,52168
6013,6,1,534618,561450,10.9,14,68.9,77.5,8.7,8.8,35.3,13.6,80,80185
6015,6,1,15418,12370,21.8,29,74.8,57,10,11.5,14.1,32.7,40,40847
6017,6,1,90970,91123,10.4,13.3,76.2,71.8,11.1,11.1,28.4,16.8,69,69584
6019,6,1,477316,479433,26.8,38.2,76.9,75.4,6.7,13.2,22.1,17.8,45,45233
6021,6,1,14168,13861,20.8,27.3,76.2,68.1,10.9,12.6,21.8,19.8,39,39349
6023,6,1,67533,67501,21.4,23.7,72.3,63.8,14,10.5,18.1,22,42,42197
6025,6,1,91167,87039,24,31,80,66.6,5.2,17.4,21.3,27.8,41,41079
6027,6,1,9214,9159,11.4,14.1,69.6,62.4,9.5,6.8,14.6,28.1,45,45955
6029,6,1,444547,421189,23.5,33,77.8,76.3,6.2,12.7,23.6,17.2,49,49026
6031,6,1,83958,67040,22.6,32.1,76,68.2,5.9,13,21.1,25.7,46,46481
6033,6,1,32146,32012,,32.8,73.6,66,11.7,14.6,28.6,22.2,35,35578
6035,6,1,21818,10827,16.4,23.6,77.2,42.6,,10.9,20.6,50.5,51,51555
6037,6,1,4945351,5093037,18.2,25.8,73,79,9.4,10,30,11.5,56,56196
6039,6,1,73863,79324,23.5,33.6,77.1,76.5,7.4,7.5,25.5,16,45,45073
6041,6,1,126460,131889,8.3,10.3,65.2,73.8,15.4,5.7,30.2,10.8,93,93257
6043,6,1,8931,8858,15.1,19.6,68.4,60.3,10.5,11.6,33.1,27.8,47,47681
6045,6,1,43827,43717,20.4,28.1,73.7,64.9,15.4,12.2,18.9,19.1,42,42980
6047,6,1,133152,130733,26.1,37.7,76.8,76.7,7,16.2,26.1,16.2,42,42462
6049,6,1,4664,4520,18.8,18.6,66.2,56.5,11.6,8.6,15.4,31.3,37,37860
6051,6,1,7311,6835,4.9,5.8,48,62.4,10.8,13.4,18.9,25.9,56,56944
6053,6,1,219299,209142,17,25.1,70.5,76.6,,8.4,22.3,15.1,58,58783
6055,6,1,69798,70497,10.3,13.3,76,76.8,10.5,7.5,23.6,12.5,71,71379
6057,6,1,48668,49902,12.7,17.1,75.1,68.1,16.8,9.8,25,14.7,56,56521
6059,6,1,1539600,1576469,12.8,17.6,78.4,81.8,7.8,7.6,26.8,10.2,76,76509
6061,6,1,178729,187551,8.9,10.5,79,75.1,,8.3,27.1,16.3,73,73948
6063,6,1,9608,9358,14.5,17.7,75.5,60.1,15.8,15.2,23,23.9,47,47333
6065,6,1,1143477,1154555,16.8,23.3,77,77.1,7.8,12.9,32.4,14.9,56,56603
6067,6,1,717117,748715,18.2,25,76.1,70.8,7.3,11.8,26.2,21.8,55,55987
6069,6,1,28773,28784,10.8,14.8,78.1,76.4,7.1,12.2,31.8,16.3,71,71077
6071,6,1,1042053,1052716,19.5,27.1,77.8,76.4,6.7,12.6,30.4,16.7,53,53433
6073,6,1,1618945,1604151,14.5,18.4,76,77.3,7.7,8.7,25,14.8,64,64309
6075,6,1,427909,412854,13.2,12.7,35.9,79.9,8.7,6.8,31.7,11.3,81,81294
6077,6,1,352400,356154,18.6,25.2,76.6,78.8,6.4,13.7,30.1,14.6,53,53274
6079,6,1,140953,135564,,15.1,73.6,68.3,11.4,6.6,21.3,19.9,60,60691
6081,6,1,368416,380315,8,10.2,69.8,79.8,8.3,6.7,26.8,11.7,93,93623
6083,6,1,218483,217367,16.3,21.2,67.7,75.5,8,8,19.1,16.2,63,63985
6085,6,1,939004,929145,9.5,10.9,76,84.3,6.4,7.7,26.3,9.3,96,96310
6087,6,1,133714,135564,15.1,17.1,69.9,73.1,11.4,7.6,25.9,15.3,67,67256
6089,6,1,87851,91091,18,23.5,81.9,72.9,10.3,10.3,20,16.7,44,44620
6091,6,1,1505,1516,14.6,22.7,71.1,45,9.7,8,28.2,42.3,42,42833
6093,6,1,21825,22070,23.1,30.5,73.2,63.5,13.8,12.7,18.5,22.7,37,37170
6095,6,1,211881,213872,13.4,19,76.6,74.2,6,11.4,30.1,19.7,66,66828
6097,6,1,242817,252261,11.7,14.6,75.9,75.6,11.6,8.1,25,12.7,64,64240
6099,6,1,261045,266322,20.3,28.2,80.2,78.9,6.8,15.2,27,14.2,50,50125
6101,6,1,47349,47898,17.8,24.3,76.9,74,,13.2,26.4,18.6,52,52017
6103,6,1,31489,31663,19.8,27.6,76.5,70.1,9.6,13.2,24.6,20.1,41,41001
6105,6,1,6878,6495,19.5,23.8,65.3,49.8,12.7,9,18,29.6,34,34974
6107,6,1,227426,226607,28.1,37.9,76.5,76.8,6.5,12,22.7,16.5,42,42031
6109,6,1,28218,25861,13.9,15.9,78,67.3,12.4,12.9,26.2,19.8,50,50306
6111,6,1,416484,424349,,16.1,77.1,77.8,8.8,8.6,25.8,13.2,77,77348
6113,6,1,100937,106383,19.9,18.7,66.9,65.6,6.1,9,22,28.1,54,54989
6115,6,1,37300,36137,,30.2,76.4,69,9.3,14.8,30.6,21.5,46,46892
8001,8,1,237107,234099,13.8,19.1,77.6,83.6,5,7.9,28.8,11.3,58,58946
8003,8,1,7972,8297,,36.5,73,67.6,5.4,10.4,13.7,26.9,32,32395
8005,8,1,299103,309207,11.2,15.4,78.1,82.6,5.6,7.2,27.4,11.6,63,63265
8007,8,1,6202,5972,11.7,22.8,71.6,66.3,18.3,8.2,20.6,14.8,46,46646
8009,8,1,1776,1925,,32.7,69,52.1,17.2,4.5,14.6,29.1,38,38000
8011,8,1,4046,1849,25.6,36.8,78,46,15.3,8.3,17.9,38.4,36,36791
8013,8,1,155795,154237,14.1,13.2,65.2,78,8.5,6.1,22.5,13.4,70,70961
8014,8,1,30075,30624,6.5,8.5,78.7,79.9,6,5.5,28.3,13.8,81,81898
8015,8,1,9798,8511,8.7,12.3,69.5,69.6,10.6,5.9,15.1,18.5,51,51092
8017,8,1,1051,951,8.6,4.7,73.1,57.1,,9.3,12.4,26,52,52554
8019,8,1,4724,4412,8.3,10.3,68.2,72.1,8.9,5.4,33.3,18.2,67,67710
8021,8,1,4111,4138,18.3,19.8,77.4,65.8,12.8,9.7,22.6,21.3,36,36652
8023,8,1,1866,1715,23.7,40.4,79,63.8,14,14,20,21.7,31,31321
8025,8,1,3145,2406,33.4,40.9,79.5,66.7,6,27,21.9,27.3,31,31151
8027,8,1,2148,2155,17.4,24.5,66.6,49.9,26.6,14,29.7,23.3,35,35000
8029,8,1,15148,15066,16.3,23.9,73,70,14.7,11.7,23.8,15,42,42452
8031,8,1,324730,324924,17.3,26.1,70.3,83.2,5.6,6.3,24.8,11.2,53,53637
8033,8,1,1017,845,,29.8,56.3,69.5,8.5,4.6,17.6,21.7,31,31875
8035,8,1,152339,154635,4,4.2,79.1,82.9,5.1,4.1,27.7,11.9,0,102964
8037,8,1,27887,24689,9.2,11.9,72.8,84.9,6.6,4.4,20.5,8.5,72,72214
8039,8,1,11969,11886,7,11.2,76.2,77.3,8.6,6.7,40.1,13.8,84,84963
8041,8,1,329550,325474,11.8,15.6,78.1,76.6,5.7,8.4,22.2,17.5,58,58206
8043,8,1,27003,19806,17.4,29.4,77.9,66.2,6.7,9.2,23.1,27,40,40423
8045,8,1,29186,27890,,14.8,70.6,76.9,8.8,6.9,28.8,14.1,56,-56590
8047,8,1,2878,2727,7.4,3.5,75.6,80.3,5.5,4.9,32.8,14.2,65,65670
8049,8,1,7689,6722,10.8,14.3,64.6,81.1,,5.7,19.8,14.6,63,63628
8051,8,1,8427,7224,16.9,18.9,54.3,69.2,10.9,7.8,14.1,18.1,48,48071
8053,8,1,416,458,8,12.9,60.9,60.1,14,3,12.9,25.9,57,57083
8055,8,1,3290,3212,18.5,19.1,64.9,63.2,12.2,15,22,24.2,31,31715
8057,8,1,709,626,11.7,20.8,64.5,66.2,,1.5,19.1,24.2,46,46014
8059,8,1,274525,277819,8.5,11.8,78.7,79.8,6.2,5.9,27,13.8,70,70164
8061,8,1,666,797,13.2,14.9,76.8,50.9,13.8,2,15.1,35.3,40,40304
8063,8,1,4379,3601,16.4,25.4,76.5,62.9,14,5.9,12.3,22.9,40,40603
8065,8,1,4021,3341,,14,64.4,72.5,7.9,5.7,24.5,19.6,45,45367
8067,8,1,27010,26172,10.6,10.2,71,73,9.1,5.2,21.1,17.7,60,60278
8069,8,1,158367,159860,13.7,12.3,75.1,76,6.7,6.7,22.6,17.1,59,59805
8071,8,1,7467,7036,14.9,16.5,75.7,67.3,9,9.2,18.9,23.5,45,45067
8073,8,1,3212,2266,16.6,16.3,71.5,54.7,,6.3,18,27.6,39,39005
8075,8,1,11889,10039,16.9,26.2,76.4,72.9,8,9,16.9,18.9,42,42319
8077,8,1,73340,74494,15.6,20.9,78.1,80,6.3,8.7,21.8,13.3,49,49322
8079,8,1,381,352,7.6,0,58.2,68.6,12.6,1.6,16,18.8,48,48125
8081,8,1,6830,6287,11.4,13.8,70.1,78.2,8,5.9,20.1,13.5,51,51387
8083,8,1,12729,12971,17.9,31.3,75.9,68,10.9,9.5,22.3,20.5,43,43553
8085,8,1,20021,20794,,29.9,76.8,73.3,10.7,10.2,19.2,15.8,43,43999
8087,8,1,14088,14271,11.6,16,73.9,74.9,7.3,6.2,17.7,17.5,48,48450
8089,8,1,9121,9451,24.3,38.7,76.2,64.8,11,10.7,17.3,24,32,32311
8091,8,1,2239,2341,7.8,7.8,53.2,66.3,11.5,6.7,22.5,21.7,61,61624
